,googleNewsFlair,googleNewsPolarity,googleNewsSubjectivity,googleNewsPositive,googleNewsNegative,googleNewsNeutral,googleNewsCompound
2020-02-17,-0.5273625000000001,0.11521935022298728,0.33400670623636164,0.092,0.031625,0.876375,0.4905999999999999
2020-02-18,-0.5062375,0.0780171846297501,0.3611921164393899,0.087625,0.04337499999999999,0.869125,0.7585999999999999
2020-02-19,-0.4486375,0.09432195534603728,0.3542474557364929,0.07987500000000003,0.039,0.8813749999999999,0.5090625000000001
2020-02-20,-0.2803999999999999,0.11070313079393301,0.3932114435748471,0.0905,0.040375,0.8695,0.5054500000000001
2020-02-21,-0.2688875,0.1450698302881424,0.4862528845998546,0.12300000000000001,0.05,0.826875,0.4604875000000001
2020-02-22,-0.79465,0.07912448374126257,0.3745890180757089,0.09224999999999997,0.044875,0.86275,0.5769375
2020-02-23,-0.3004125,0.07683317906134465,0.3962532279312149,0.060125,0.03975,0.89975,0.24345
2020-02-24,-0.6670499999999999,0.11455047365241135,0.3725102472729496,0.08825,0.037125000000000005,0.8747499999999999,0.544725
2020-02-25,-0.477275,0.1196097261959331,0.3951415004238279,0.08687500000000001,0.031375,0.8817499999999999,0.852175
2020-02-26,-0.7073750000000001,0.1743649488486245,0.47394698240429295,0.10825,0.045250000000000005,0.84675,0.584775
2020-02-27,-0.253875,0.10072242254877052,0.4536546225449905,0.118375,0.052125,0.8295,0.6941
2020-02-28,-0.9873,0.07180744424762363,0.388502216316709,0.084375,0.07,0.845625,0.2244625
2020-02-29,-0.03625,0.07824161888748336,0.3045736492766415,0.062625,0.024125000000000004,0.913375,0.4782875
2020-03-01,-0.9812,0.0873592799624277,0.4314522152179156,0.091125,0.06000000000000001,0.8491249999999999,0.4550375
2020-03-02,-0.4562125,0.13523871864051135,0.4001741997879341,0.112,0.044375,0.843625,0.3630875000000001
2020-03-03,-0.2917250000000001,0.06816626922371401,0.33790187425804763,0.08275,0.044625000000000005,0.8726250000000001,0.519575
2020-03-04,-0.949925,0.12606350616921422,0.4122796474080916,0.12225,0.032625,0.844875,0.7907249999999999
2020-03-05,-0.27355,0.1491307664498508,0.4178459171781447,0.111125,0.033125,0.8557499999999999,0.9162125
2020-03-06,-0.46085,0.11641414991826925,0.4364128902603334,0.10975,0.054250000000000013,0.836,0.6567749999999999
2020-03-07,-0.9124375,0.07701900645695654,0.40554345646866696,0.077625,0.038125,0.884125,0.815575
2020-03-08,-0.7696500000000001,0.06381107539252928,0.4521791707153734,0.0965,0.07350000000000001,0.83,0.6369625000000001
2020-03-09,-0.9845125,0.14169801883903782,0.4457897663174519,0.111,0.047125,0.841875,0.6104
2020-03-10,-0.5034750000000001,0.11350269247502075,0.4111685271301471,0.1055,0.040125000000000015,0.8545,0.934475
2020-03-11,-0.5620875000000001,0.03462965234867047,0.4311114633946444,0.0915,0.084625,0.82375,0.24685
2020-03-12,-0.7479374999999999,0.07943911501863911,0.3947325533380515,0.110875,0.0665,0.8225,0.128525
2020-03-13,-0.4784250000000001,0.11344776200811008,0.4582402172757847,0.12125,0.054374999999999986,0.8242499999999999,0.3521875
2020-03-14,-0.5222,0.07375267801343484,0.4062638009607596,0.09199999999999997,0.051375,0.85675,0.738025
2020-03-15,-0.9430125,0.09491091266961492,0.3643410537294509,0.08625000000000001,0.056625,0.8572499999999998,0.44225
2020-03-16,-0.467225,0.0682638481579983,0.3292622052136514,0.07662500000000001,0.038375,0.884875,0.4977625
2020-03-17,-0.656975,0.08337456650574147,0.3852023844692862,0.10137499999999998,0.05137500000000001,0.84725,0.5071625
2020-03-18,-0.716525,0.09189589350891872,0.3749058904081113,0.07462500000000001,0.058125,0.8668750000000001,-0.171075
2020-03-19,-0.7490625,0.06957126834322841,0.4137873715113625,0.08337499999999999,0.052500000000000005,0.8638750000000001,0.5333500000000001
2020-03-20,-0.916975,0.061503854032941625,0.38279672248505175,0.0835,0.046375,0.87,0.6987625
2020-03-21,-0.6225875,0.058314182249552926,0.2911688677896054,0.055375,0.045,0.8995,0.3131125
2020-03-22,-0.6558499999999999,0.04953346861814592,0.30788994786610874,0.057375,0.053625,0.88925,-0.1363
2020-03-23,-0.9963625,0.11196155119118924,0.3972234628208834,0.099,0.056625,0.8443749999999999,0.162925
2020-03-24,-0.478975,0.11065160315863473,0.3783361443531698,0.1015,0.04725,0.8511249999999999,0.7179125
2020-03-25,-0.6592125,0.13985349184871726,0.4585122219608017,0.11075,0.038125,0.851125,0.976725
2020-03-26,-0.5355749999999999,0.1054583601795711,0.4080929683080972,0.091125,0.06062500000000001,0.848125,0.4375375
2020-03-27,-0.9996875000000002,0.0530219912494438,0.4127088214802399,0.07799999999999999,0.050625,0.871625,0.4699125
2020-03-28,-0.76115,0.07301402703423471,0.3907566648910043,0.060125,0.047125,0.89275,0.22892499999999996
2020-03-29,-0.7444000000000002,0.06205814538946858,0.41035060964138204,0.080125,0.056875000000000016,0.8628750000000001,0.4018375000000001
2020-03-30,-0.7360875,0.08190819695950008,0.38231157687436174,0.073375,0.0505,0.8762500000000001,0.600925
2020-03-31,-0.468725,0.14102633604622486,0.39368686110397993,0.107125,0.03025,0.8626250000000001,0.8337
2020-04-01,-0.4980125000000001,0.11229823765361326,0.4163611257985135,0.101125,0.033624999999999995,0.8649999999999999,0.9680125
2020-04-02,-0.7160000000000001,0.20009858847954345,0.4987272739676098,0.129,0.044375,0.8265,0.884825
2020-04-03,-0.764975,0.0975262707687948,0.4154570153154746,0.08525,0.044750000000000005,0.8700000000000001,0.7241375
2020-04-04,-0.5083375000000001,0.08264541101165257,0.41616120627818975,0.08675,0.05425,0.8587499999999999,0.4602125
2020-04-05,-0.7002875,0.10131891852946416,0.37872964663259107,0.0965,0.044000000000000004,0.8593749999999999,0.4664625
2020-04-06,-0.9372,0.05546468049820764,0.36769002158166136,0.080875,0.055000000000000014,0.86425,0.403225
2020-04-07,-0.7376250000000001,0.06535756404822445,0.4300776495770971,0.100625,0.040125,0.859375,0.6840750000000001
2020-04-08,-0.2266375,0.08518263151353135,0.39280370583959656,0.08974999999999997,0.047375,0.8627500000000001,0.590675
2020-04-09,-0.4748125,0.07058708592366958,0.33138292946387404,0.080125,0.036625,0.8835,0.7115749999999998
2020-04-10,-0.48455,0.09676994948479208,0.4218985038573065,0.087375,0.055125000000000014,0.857625,0.2318875
2020-04-11,-0.4689874999999999,0.1247455673395822,0.4204953475407036,0.108125,0.064375,0.827875,0.5250875
2020-04-12,-0.246975,0.13603884828996549,0.3339060124971247,0.097625,0.024125,0.8785,0.819925
2020-04-13,-0.9639875,0.06742281901362754,0.4034386964397434,0.092,0.062625,0.8452500000000001,0.317275
2020-04-14,-0.4623375,0.12874106376251765,0.41102806329723296,0.098,0.052500000000000005,0.849625,0.6587375
2020-04-15,-0.7173124999999999,0.08643858887635385,0.4243954902230811,0.101125,0.042875,0.8560000000000001,0.6030625000000001
2020-04-16,-0.7298250000000001,0.11461496555508495,0.41964738442471305,0.123375,0.031625,0.8452500000000001,0.9260875
2020-04-17,-0.95485,0.11285076244618546,0.3813442955840092,0.103375,0.027625,0.8688750000000001,0.987
2020-04-18,-0.7406375000000001,0.11496400084786812,0.4469286880134813,0.1025,0.051875,0.845375,0.72835
2020-04-19,-0.7583125,0.16384555590666458,0.4467537929959833,0.11499999999999998,0.04375,0.841,0.714675
2020-04-20,-0.7039624999999999,0.060647736481876525,0.4185298460182748,0.07949999999999999,0.046875,0.8738750000000001,0.39565
2020-04-21,-0.5009625000000001,0.08387131700625222,0.39682829817797133,0.10825,0.044375,0.847375,0.32085
2020-04-22,0.1007125,0.07948010027865703,0.35836831518802503,0.08937500000000001,0.025875,0.884625,0.67075
2020-04-23,-0.453525,0.15838916345861342,0.4005300199131981,0.10925,0.039125,0.8516250000000001,0.7057624999999998
2020-04-24,-0.4976625,0.08423327859805019,0.3424195777849575,0.08025,0.041625,0.87825,0.4460375
2020-04-25,-0.90445,0.0710880872368122,0.4188660042108365,0.08875000000000001,0.052375000000000005,0.8586250000000001,0.71985
2020-04-26,-0.25076250000000005,0.10046831213561308,0.4195137369474314,0.093125,0.04625,0.8608750000000001,0.5430625
2020-04-27,-0.676825,0.09843701188795274,0.4040798718441213,0.080375,0.027375,0.8923749999999999,0.8151124999999999
2020-04-28,-0.29576250000000004,0.11257823992910423,0.3968325949542039,0.08850000000000001,0.040125,0.8712500000000001,0.6118375
2020-04-29,-0.2052,0.1313256751988811,0.4390477062094422,0.11699999999999999,0.018375,0.8645000000000002,0.9006624999999999
2020-04-30,-0.7228749999999999,0.1348442628641,0.4398498050726313,0.11275,0.02375,0.8635,0.8796
2020-05-01,-0.6853499999999998,0.1076720751509078,0.3800851296594143,0.07037500000000001,0.030750000000000006,0.8991250000000001,0.5831
2020-05-02,-0.528575,0.10754602785569838,0.3940494962865185,0.08700000000000001,0.031625,0.8811249999999999,0.7146374999999999
2020-05-03,-0.5720000000000001,0.0772499068232442,0.4148000197183125,0.0925,0.055,0.8524999999999999,0.7044875
2020-05-04,-0.2569750000000001,0.1137662020755726,0.4091421735395533,0.098125,0.044,0.858,0.717025
2020-05-05,-0.3745875,0.07094994060089914,0.4115773649790806,0.07925000000000001,0.050625,0.8702500000000001,0.270225
2020-05-06,-0.23631250000000004,0.10814294801882204,0.40441443141610695,0.086375,0.027625,0.886125,0.8016749999999999
2020-05-07,-0.7388624999999999,0.1588778045148084,0.440342591169734,0.08800000000000001,0.02375,0.8882500000000001,0.7553625000000002
2020-05-08,-0.9811875,0.09536955474714304,0.42937609607883626,0.08099999999999999,0.05025,0.868875,0.37635
2020-05-09,-0.477525,0.11039350277639186,0.3874187204382368,0.08837500000000001,0.05625,0.855375,0.6695499999999999
2020-05-10,-0.9670625,0.09202069717703402,0.39302482683151735,0.08637500000000001,0.055000000000000014,0.858625,0.4643625
2020-05-11,-0.4512,0.09941199142159082,0.4132880504542379,0.099625,0.03225,0.868375,0.9678125
2020-05-12,-0.4968375,0.1303995729344505,0.39696130033583227,0.08175,0.038125000000000006,0.8798750000000001,0.5441875
2020-05-13,-0.995875,0.0640547679802278,0.4249286384147464,0.0885,0.0315,0.8798750000000001,0.962875
2020-05-14,-0.480075,0.10177814426004916,0.4341228087516513,0.099625,0.030625,0.8698750000000001,0.8984624999999999
2020-05-15,-0.997,0.07776445571759129,0.4077165423152599,0.07425,0.052750000000000005,0.8728750000000001,0.4323125
2020-05-16,-0.4763125,0.09975084461749567,0.4116799582618577,0.092625,0.051375,0.8561250000000001,0.3815
2020-05-17,-0.354825,0.09343062785105004,0.4489475038793328,0.091375,0.063125,0.8455,0.023462500000000025
2020-05-18,-0.4557,0.13997295675817634,0.4768724384396831,0.13787499999999994,0.049625,0.8124999999999999,0.6642874999999999
2020-05-19,-0.4753875,0.17428055236390658,0.3466026967166859,0.128375,0.053250000000000006,0.8184999999999999,0.677825
2020-05-20,-0.885425,0.07657051150123298,0.42429542011048493,0.080125,0.04200000000000001,0.8775000000000001,0.32023749999999995
2020-05-21,-0.29658749999999995,0.14811814338114196,0.4562844033612161,0.0935,0.036125,0.8703750000000001,0.6863625
2020-05-22,-0.4989875,0.09368654917443707,0.4490497562302391,0.09175,0.0425,0.8656250000000001,0.9190625
2020-05-23,-0.489125,0.05880893938422334,0.40171208963146254,0.08225,0.054000000000000006,0.863625,0.35810000000000003
2020-05-24,-0.6890375000000001,0.09092190365768676,0.3890067315051388,0.08962500000000001,0.057375,0.8531249999999999,0.61495
2020-05-25,-0.41875,0.09067406204789276,0.3820294211397573,0.096,0.030375000000000006,0.87375,0.7450749999999999
2020-05-26,-0.2663,0.12772530640567847,0.4764242614107934,0.130375,0.039750000000000014,0.8300000000000001,0.715075
2020-05-27,-0.2481375,0.09301034912716244,0.4109807665497577,0.0965,0.0445,0.858875,0.8650625
2020-05-28,-0.5157375000000001,0.2031896422723892,0.503452392141132,0.11725,0.036875000000000005,0.8461250000000001,0.88905
2020-05-29,-0.7469125,0.10219877946284256,0.4111566630872071,0.08025,0.044875,0.8748750000000001,0.4245125
2020-05-30,-0.4837625,0.10984163904741973,0.3805049403558018,0.08825,0.02925,0.882625,0.8616999999999999
2020-05-31,-0.6966875000000001,0.08009365233058581,0.4199034467902994,0.09562500000000003,0.048125,0.856125,0.957325
2020-06-01,-0.7437874999999999,0.17178578126837726,0.4483244659019833,0.11275,0.02625,0.861125,0.7059875
2020-06-02,-0.7352375,0.06479146256207552,0.3779796967964023,0.08575,0.045125000000000005,0.8689999999999999,0.5027625
2020-06-03,-0.014549999999999981,0.16629268585612406,0.46511719718963795,0.132,0.0325,0.8352499999999999,0.7202875000000001
2020-06-04,-0.7310625,0.08425411629579715,0.3903722112572651,0.086625,0.055375,0.857875,0.495225
2020-06-05,-0.509725,0.04625679490141429,0.3669450420382137,0.08399999999999999,0.047125,0.868625,0.52285
2020-06-06,-0.6524375,0.0901475738102232,0.3828793192874492,0.08425,0.033125,0.8825,0.6534625000000001
2020-06-07,-0.5368250000000001,0.09684339201964663,0.4102460856415352,0.08900000000000001,0.054875,0.856,0.580975
2020-06-08,-0.7694999999999999,0.10677635938874548,0.4200061090895119,0.079375,0.0345,0.88625,0.5313749999999999
2020-06-09,-0.4736375,0.11599591082756908,0.35777876009426884,0.10075,0.021,0.8785000000000002,0.728775
2020-06-10,-0.6875,0.13288353668337327,0.4263896767596631,0.110125,0.02425,0.8655,0.9346375
2020-06-11,-0.5102749999999999,0.08739060891586879,0.4108623197041177,0.07375000000000001,0.063,0.863375,-0.17781249999999998
2020-06-12,-0.7364750000000001,0.1389884191749029,0.4496692466402831,0.1155,0.047125,0.83725,0.6579375
2020-06-13,-0.5689375,0.05596525277057573,0.3720556898506869,0.077125,0.05125,0.8714999999999999,0.376975
2020-06-14,-0.3917875,0.10080061758459637,0.3585474051100078,0.11175,0.024625,0.863875,0.6877374999999999
2020-06-15,-0.7147249999999999,0.09210962728195836,0.443957671281062,0.07762500000000001,0.0505,0.871875,0.5760124999999999
2020-06-16,-0.4222375,0.11103288064531186,0.3982418292606795,0.118125,0.024625,0.8572500000000001,0.8788
2020-06-17,-0.250325,0.0905604389809872,0.4171160047367091,0.09924999999999998,0.039625000000000014,0.860875,0.7710625000000001
2020-06-18,-0.2232125,0.07556027224904201,0.3097276623474055,0.07575,0.032375,0.8921250000000001,0.706725
2020-06-19,-0.1536125,0.10074917918556313,0.3390920611300076,0.10424999999999998,0.01525,0.8805,0.8204999999999999
2020-06-20,-0.217625,0.14158226084236988,0.4449462573787355,0.118375,0.039125000000000014,0.8423750000000001,0.7083375
2020-06-21,-0.6502375,0.1022354636660801,0.4402835059294595,0.1075,0.05,0.8425,0.8200625
2020-06-22,-0.25422500000000003,0.2459269793495646,0.5292377523833489,0.16062500000000002,0.017374999999999998,0.822125,0.90595
2020-06-23,-0.5005875000000001,0.08702297773931805,0.36761188962778396,0.071625,0.02625,0.902125,0.736725
2020-06-24,-0.7005624999999999,0.07813581075618528,0.4009982924597095,0.08825,0.03075,0.8808750000000001,0.7704625
2020-06-25,-0.25201250000000003,0.10187837784322157,0.4597487620679585,0.141,0.046875,0.8123750000000001,0.6849625
2020-06-26,-0.26545,0.08500278409911596,0.4142857201973604,0.116125,0.025,0.8587499999999999,0.9897375
2020-06-27,-0.7919124999999999,0.07902048263413003,0.4422997213680982,0.1035,0.07800000000000001,0.8184999999999999,0.579575
2020-06-28,-0.7363249999999999,0.14657249436869146,0.436277239048524,0.09275,0.034125,0.873125,0.9433
2020-06-29,-0.936925,0.15244415916633408,0.4626386296571835,0.115,0.03975,0.8452500000000002,0.4826
2020-06-30,-0.6667124999999999,0.09489079357314896,0.4096728295028156,0.092625,0.031125000000000007,0.876125,0.8006500000000001
2020-07-01,-0.06956250000000005,0.09114410559278484,0.34246918530383197,0.08587499999999999,0.031,0.8829999999999999,0.6962125
2020-07-02,-0.9992375,0.08230987395508241,0.4392060348294266,0.08199999999999999,0.09625,0.8220000000000001,-0.017449999999999924
2020-07-03,-0.035912500000000014,0.1169073234587106,0.3416797751183093,0.09075,0.029,0.880125,0.85785
2020-07-04,-0.508525,0.10716350429135443,0.4066101630453111,0.091625,0.043375,0.865625,0.5170375
2020-07-05,0.1895875,0.09799823178572653,0.3821589033053839,0.0975,0.027375,0.875,0.8511375
2020-07-06,0.1489125,0.09120699444317863,0.31553556824510776,0.06087500000000001,0.02575,0.913375,0.5086375
2020-07-07,-0.4847375,0.14930598964544525,0.4561004956755907,0.12225,0.030125,0.8475000000000001,0.7536999999999999
2020-07-08,-0.5349625,0.140487203424623,0.40133649392294624,0.10425,0.023125,0.8724999999999999,0.8430000000000001
2020-07-09,-0.5499499999999999,0.09637285353460473,0.36004962861145784,0.0725,0.026500000000000003,0.901125,0.5966
2020-07-10,-0.4941750000000002,0.06600988617590127,0.4051919650561605,0.079125,0.04625,0.8746250000000001,0.2932
2020-07-11,-0.7289749999999999,0.07630389574165143,0.3936374265905554,0.072375,0.039125,0.8885,0.17858749999999995
2020-07-12,-0.933375,0.11325923530323252,0.4246172086785511,0.09662500000000003,0.05075,0.85275,0.5099375
2020-07-13,-0.190475,0.05021357576539341,0.3912832837306568,0.114,0.032124999999999994,0.8538749999999999,0.7502
2020-07-14,-0.28255,0.0941590770453894,0.4081725968913233,0.09975,0.0335,0.8668750000000001,0.9828125
2020-07-15,0.11845,0.1171905547830932,0.3921861995343362,0.08025,0.04462500000000001,0.875125,0.3635000000000001
2020-07-16,-0.965225,0.0948563544040407,0.4217529473494808,0.07100000000000001,0.067,0.8618750000000001,0.034787500000000034
2020-07-17,-0.5677625000000001,0.019036811118562497,0.3410302486034827,0.062,0.079375,0.858625,-0.4339375
2020-07-18,-0.829375,0.044459353793728784,0.20115279467779465,0.046125,0.0205,0.93325,0.48365
2020-07-19,-0.7698375000000001,0.0979589572300246,0.4096034531126326,0.092125,0.04725,0.860875,0.6890625
2020-07-20,0.4600125,0.12729922135661625,0.40888242716272793,0.121875,0.026125,0.852125,0.5944125
2020-07-21,-0.4659375000000001,0.13748446814635246,0.42973986728562025,0.097375,0.039249999999999986,0.8632500000000001,0.4894375
2020-07-22,-0.5180375,0.08910790060801421,0.31978385783038465,0.08800000000000001,0.031875,0.879875,0.7942375
2020-07-23,-0.7027125000000001,0.10094846423177062,0.3892426761721207,0.098875,0.0725,0.8283749999999999,0.1073
2020-07-24,-0.94825,0.08747086601347914,0.41695503559288144,0.092625,0.068,0.8393750000000001,0.08946250000000003
2020-07-25,-0.49235,0.17550651027955644,0.4665798841967664,0.126125,0.040875,0.833,0.5095125000000001
2020-07-26,-0.4965625,0.08665895217281659,0.35777828483611224,0.08712500000000001,0.03475,0.8780000000000001,0.808525
2020-07-27,-0.2967375,0.10862964533203444,0.3805145552386304,0.08437499999999999,0.033,0.88275,0.7380500000000001
2020-07-28,-0.50705,0.08094807955057626,0.3985930842149927,0.07025,0.038250000000000006,0.8915000000000001,0.5823375
2020-07-29,0.0014499999999999789,0.14371595967547482,0.4571745306836994,0.139375,0.0305,0.8301249999999999,0.7696875000000001
2020-07-30,-0.5272625,0.04450704911541275,0.3253135159936198,0.06575,0.037625,0.89675,0.6420999999999999
2020-07-31,-0.32586250000000005,0.058274256742848786,0.3258985480188477,0.082875,0.052999999999999985,0.86425,0.36625
2020-08-01,-0.2839,0.09963875636510452,0.3464721956774667,0.0655,0.053625,0.8809999999999999,0.1245125
2020-08-02,-0.7482875,0.12379524521644525,0.4139409866164461,0.0925,0.04125,0.86625,0.7230625
2020-08-03,-0.14373750000000002,0.06600541908393401,0.3556362484117713,0.072125,0.0415,0.8863750000000001,0.27616250000000003
2020-08-04,-0.2438875,0.1802812463531334,0.4357590735157699,0.10487499999999997,0.032375,0.8627499999999999,0.8759999999999999
2020-08-05,-0.7423124999999999,0.13913106738281775,0.3519748705106221,0.09224999999999997,0.034625,0.8731250000000002,0.4393875
2020-08-06,-0.4624125,0.07271525630337779,0.34659747304821514,0.092625,0.02525,0.8821249999999999,0.8124750000000001
2020-08-07,-0.027537500000000038,0.0631836794649972,0.34272127106484984,0.06537499999999999,0.034875,0.8999999999999999,0.3714375
2020-08-08,-0.5355125000000001,0.12660029726322225,0.41910750694297016,0.0945,0.040000000000000015,0.865125,0.705925
2020-08-09,-0.998275,0.09223064949932086,0.4474819379378294,0.102625,0.064625,0.832625,0.7369874999999999
2020-08-10,-0.9557125,0.1234355650249602,0.44144919132394655,0.063875,0.073875,0.862375,0.16474999999999995
2020-08-11,-0.6752,0.15539066801992185,0.472031965246076,0.140125,0.035375000000000004,0.82475,0.9405875
2020-08-12,-0.2482625,0.08857242890602457,0.298522131455635,0.06837499999999999,0.0275,0.904375,0.5525500000000001
2020-08-13,-0.03338750000000003,0.10708447370840946,0.40557446446813705,0.130375,0.035250000000000004,0.834375,0.533875
2020-08-14,-0.7441125000000001,0.07785509883837732,0.3700728347498163,0.068625,0.04625,0.8852499999999999,0.499775
2020-08-15,-0.2577375000000001,0.11683617594896427,0.3724305649858986,0.08937500000000001,0.03225,0.8786250000000001,0.7323375
2020-08-16,-0.9235625,0.08337439780722396,0.3894925968321088,0.0945,0.032875,0.8725,0.9304125
2020-08-17,-0.7286625,0.14369974863226515,0.4718692658578138,0.117375,0.030875,0.851625,0.8368874999999998
2020-08-18,-0.5306875,0.10257197190634093,0.4187728188054574,0.099875,0.038250000000000006,0.8618750000000001,0.6807875
2020-08-19,-0.496825,0.13024235737122086,0.4109127237741215,0.114375,0.0475,0.8378750000000001,0.6902375000000001
2020-08-20,-0.020812500000000053,0.1356115264176732,0.3932147598007837,0.0895,0.022125,0.8882500000000001,0.80455
2020-08-21,-0.27013750000000003,0.05098688817732442,0.3426847293018483,0.07487500000000001,0.029875,0.89525,0.6563625
2020-08-22,-0.4715125,0.16252769736766168,0.4640886421752726,0.12725,0.033375,0.8394999999999999,0.706025
2020-08-23,-0.6645375,0.08622156555751907,0.3763295171865407,0.098625,0.035375000000000004,0.866,0.6263875000000001
2020-08-24,-0.733775,0.1034126524771204,0.36596047903346857,0.084125,0.0345,0.8815,0.8555999999999999
2020-08-25,-0.5300125000000001,0.06434569832638462,0.3543188327855633,0.06887499999999999,0.04475,0.8867500000000001,0.4630625
2020-08-26,-0.4573,0.11165456858420383,0.4519667088032585,0.109375,0.045125,0.845375,0.7224375
